repo__npm_pkg,repo__nameWithOwner,repo__hasTestScript,repo__npms_score,data__version,data__hash
es6-promise,stefanpenner/es6-promise,1,0.9197364681974844,4.2.8,1e68dce6f674e5613f4a1797aedd55dc70ac1dcb
acorn,acornjs/acorn,1,0.9084750820287657,0.0.1,61906485a19579ba5b131778f9c94c5c6228e91a
acorn,acornjs/acorn,1,0.9084750820287657,0.1.0,c108741d0796be08592dc9b1493c740be9ff804a
acorn,acornjs/acorn,1,0.9084750820287657,0.2.0,41466057381ee20cadab197d854ae2a30df782bb
acorn,acornjs/acorn,1,0.9084750820287657,0.3.0,7e248c7e3b908e69dd75a870d7060d1dbd99944e
acorn,acornjs/acorn,1,0.9084750820287657,0.3.1,d2673d465a794fdb4331dce1b88490fc5423b732
acorn,acornjs/acorn,1,0.9084750820287657,0.4.0,1ed25992a783f4ea26ef0549b4320989391aa456
acorn,acornjs/acorn,1,0.9084750820287657,0.4.2,456f099cbe48e420af7db10e85a19b4a760198d3
acorn,acornjs/acorn,1,0.9084750820287657,0.5.0,a09455d2bf776c207597862dbd29bc7f07f01ea5
acorn,acornjs/acorn,1,0.9084750820287657,0.6.0,4435013900b329797224a4e94acc0934e28acc4a
acorn,acornjs/acorn,1,0.9084750820287657,0.7.0,fe767e4cd87c2bea0607e9a7c33ab370abfec445
acorn,acornjs/acorn,1,0.9084750820287657,0.8.0,456f74e34fb6bb6dbed3329f30e3a397414e4d07
acorn,acornjs/acorn,1,0.9084750820287657,0.9.0,01a89cfec14fa4875b98c3e829e5a76a2a1208f7
acorn,acornjs/acorn,1,0.9084750820287657,0.10.0,0a812b6020e89bc375dea94f144f68851dc8813f
acorn,acornjs/acorn,1,0.9084750820287657,0.11.0,78e1d7ada684868d92d09555408ae2df1812b5ae
acorn,acornjs/acorn,1,0.9084750820287657,0.12.0,99f1989f72c340f517ac5a99f9293484ba1fddc5
acorn,acornjs/acorn,1,0.9084750820287657,1.0.0,35c417d02b1ddd53943e0637bbd873c03b731f6a
acorn,acornjs/acorn,1,0.9084750820287657,1.0.1,cc1806a265551e0667986d203706675f69881010
acorn,acornjs/acorn,1,0.9084750820287657,1.0.3,948edcc51cc305027adcfc6eba2de977c5349b62
acorn,acornjs/acorn,1,0.9084750820287657,1.1.0,8d4a4ff1c9ae7a6cdf97967b952b2cfd7ab99db7
acorn,acornjs/acorn,1,0.9084750820287657,1.2.0,d3d29372096ed29f5abdd754347fc8b2efb56651
acorn,acornjs/acorn,1,0.9084750820287657,1.2.1,8a4279ec8a6bd5838836551aaee85c6065ae6c27
acorn,acornjs/acorn,1,0.9084750820287657,2.0.0,eaa6e084204da5d17cdc8f2f31d6b7a37f432bbc
acorn,acornjs/acorn,1,0.9084750820287657,2.0.1,4518005f9d3ba4fe82dcc3cf6ca783f9ee706877
acorn,acornjs/acorn,1,0.9084750820287657,2.0.4,6760df2c53527d7b02b260b24556c50d7c6271ba
acorn,acornjs/acorn,1,0.9084750820287657,2.1.0,0c114fb5a1bfa8f9b216a36e2aef7a13c1d4fd88
acorn,acornjs/acorn,1,0.9084750820287657,2.2.0,58b659be49c34305cc1eeb87adf8384e0c79bd5a
acorn,acornjs/acorn,1,0.9084750820287657,2.3.0,45d9a316b26098ba5f819d8a48c54a350ceae44b
acorn,acornjs/acorn,1,0.9084750820287657,2.4.0,b012acf2077198ac17786115daa446af323f17f3
acorn,acornjs/acorn,1,0.9084750820287657,2.5.0,6a706be56cd7943648085e7795ae88fde546c1f4
acorn,acornjs/acorn,1,0.9084750820287657,2.5.2,298e6e72815dcf1e194e8e17533537e17a32f9bf
acorn,acornjs/acorn,1,0.9084750820287657,2.6.0,e45e55b221226f6b14b00c310555f63a62690035
acorn,acornjs/acorn,1,0.9084750820287657,2.6.2,aa7d7ba03e1256339f0f44830586794552ec131d
acorn,acornjs/acorn,1,0.9084750820287657,2.6.4,2c0e4ab7872135959dee8d331c7089353365d379
acorn,acornjs/acorn,1,0.9084750820287657,2.7.0,1405436064bff087f14af55a763396aa5c0ca148
acorn,acornjs/acorn,1,0.9084750820287657,3.0.0,a31a904d53606e05e094fa92de65c27fd47f7fe7
acorn,acornjs/acorn,1,0.9084750820287657,3.0.2,31a9d19da386156b208b3b9131ecf7ef90b6b8ce
acorn,acornjs/acorn,1,0.9084750820287657,3.0.4,327cef57d0907500ec1ab5508c6eccd727a79cf9
acorn,acornjs/acorn,1,0.9084750820287657,3.1.0,3c5ef61cc55dc887cbb807fa8d6917d6af85af51
acorn,acornjs/acorn,1,0.9084750820287657,3.2.0,c7d72884836f92742cb6fcdb01aa42de0c2dd8fc
acorn,acornjs/acorn,1,0.9084750820287657,3.3.0,693c5fe9257c3e114a7097dc9196d6e484e52809
acorn,acornjs/acorn,1,0.9084750820287657,4.0.0,44f09254214f9fa9820af95817d38739a6c51cd0
acorn,acornjs/acorn,1,0.9084750820287657,4.0.1,cb95800519f8cd264d46840a84451296ac5e53b6
acorn,acornjs/acorn,1,0.9084750820287657,4.0.2,9e804620b73746ab4b8f182f3c674df24c4ec4da
acorn,acornjs/acorn,1,0.9084750820287657,4.0.3,bb54adcdbceef01997a9549732139ca8f53a4e28
acorn,acornjs/acorn,1,0.9084750820287657,4.0.4,e7001cad79b4b0d7c4a6cf569ea33bfc808183cd
acorn,acornjs/acorn,1,0.9084750820287657,4.0.5,03a0941815187a68b06cc7549076bcec40df3c7c
acorn,acornjs/acorn,1,0.9084750820287657,4.0.6,c5433e30f4c24adb8a83ccc584e5760516665b72
acorn,acornjs/acorn,1,0.9084750820287657,4.0.7,0b71d219a58ca09e5f4b05daaaa2542186926dc3
acorn,acornjs/acorn,1,0.9084750820287657,4.0.8,482cf6ffa1c7f13d9cd9ccc48aaf8be5c1b2e95c
acorn,acornjs/acorn,1,0.9084750820287657,4.0.9,c3dbe6d1a99a7eebc624a0458ebc3ad9947e0dd3
acorn,acornjs/acorn,1,0.9084750820287657,4.0.10,e975ebdd4898362e4b4242a6503e2582acd32f95
acorn,acornjs/acorn,1,0.9084750820287657,4.0.11,a7359dbaed1f2a5ba204e82522ad5c6a3d1fe367
acorn,acornjs/acorn,1,0.9084750820287657,5.0.0,a3980aee90705b0cbc7a3e4f3130e41552f4b590
acorn,acornjs/acorn,1,0.9084750820287657,5.0.1,13c4b25b6e8ea2afefdd7fa69d97154390117bbf
acorn,acornjs/acorn,1,0.9084750820287657,5.0.2,b78bd1700cb57808b3fd05697efd9de2a739e6c8
acorn,acornjs/acorn,1,0.9084750820287657,5.0.3,dc2a033831e0813496bdb558c70b9fdf4720f048
acorn,acornjs/acorn,1,0.9084750820287657,5.1.0,17bb365a8cae1e002c03671eb3726ea3506e5c23
acorn,acornjs/acorn,1,0.9084750820287657,5.1.1,8d80b2dd9166495dab85f5b7029d899dce252c82
acorn,acornjs/acorn,1,0.9084750820287657,5.1.2,9ae70b727426c2f9e9b5aec6cdaaed3657b5ea3a
acorn,acornjs/acorn,1,0.9084750820287657,5.2.0,d54b3a5926631f159078ef7c47a1a3072827964a
acorn,acornjs/acorn,1,0.9084750820287657,5.2.1,9924efe268e899665daeeaded9bf452ff1cb510b
acorn,acornjs/acorn,1,0.9084750820287657,5.3.0,621f8691a840a4677e3153a3c06f0b7ecf9b8d46
acorn,acornjs/acorn,1,0.9084750820287657,5.4.0,9a3bb727e60587e759797548167328f429a56e33
acorn,acornjs/acorn,1,0.9084750820287657,5.4.1,662efffd69ab380ed0a692cc390cbc2987d41e14
acorn,acornjs/acorn,1,0.9084750820287657,5.5.0,5364b99d85cb7cdead682ee940c51671a1e91026
acorn,acornjs/acorn,1,0.9084750820287657,5.5.1,28a0cf42bf57f6d949bce2f238921b5dab3ad3a3
acorn,acornjs/acorn,1,0.9084750820287657,5.5.2,701f36a598ce30dae104cd517f99340c3dceda89
acorn,acornjs/acorn,1,0.9084750820287657,5.5.3,5da6f356e93e30892c0fbe4d0c024897d9071e89
acorn,acornjs/acorn,1,0.9084750820287657,5.6.0,6e4192ffeb554ee21b938de5ab445d18d320b54a
acorn,acornjs/acorn,1,0.9084750820287657,5.6.1,690cfc78b38ff7f4914dccf3f50b0b95a2bcb550
acorn,acornjs/acorn,1,0.9084750820287657,5.6.2,3f97744c7f8dafe43e4d9a548f058906bd4f3783
acorn,acornjs/acorn,1,0.9084750820287657,5.7.0,bc1b6dd93e8dde6311de5714029faef78220a83e
acorn,acornjs/acorn,1,0.9084750820287657,5.7.1,18c5af71d82ad36c051aaf77e9e5b9742a0e9610
acorn,acornjs/acorn,1,0.9084750820287657,5.7.2,95ca55c7863fafd8bf6d446a0098325388ff9f1c
acorn,acornjs/acorn,1,0.9084750820287657,5.7.3,910e62bbda199ce7acc5de10d374afa0f6fcf7d6
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.1.0,5523c93792dbdbca0ea61f1ef029d5f6ea9fd7c8
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.2.0,b27b631527550a7339206761549408d24b3c38e4
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.3.0,00dfc683875ba8f5601b3d697062e3914eeead1e
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.4.0,568b9ddebc686422560953e1bedcf241a3914e6e
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.4.1,9722c32c4e05e1712b1690a92853a6fd3a08fff5
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.4.2,3e0713a6c9ad373b9620b7b88a29600be1286c84
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.4.3,3a08b02c2425f1e731b7011ab5d21efb1b855ab3
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.4.4,c6f41809ca232170fc97bf57369fadc26f86df59
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.5.0,56aa9611a70a3e7295aecc8ec6cf70c228884a48
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.5.1,e29501336517b1c0ad182d8818c2e436d1fdffdc
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.6.0,284bfdffb678a02646a536bcebdbfbcf48ef8655
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.7.0,60e38f50e8e8576abfccfae494fac0d002c0df6d
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.8.0,b18f6e65dacc061c9820e11cdba07155d2522708
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.8.1,635f2449613eacd72cd01871540f72153cff9bf0
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.8.2,f533137b61cd50c71160f5621e3be3886f21bb10
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.9.0,52e7a21c104caa485678c7edf9ca5d07ba8cb09b
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.9.1,21ad7e7dc0d559347cd41acbe2e77f9db110fccc
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.10.0,fea2ab94895c4eb525c89d4ce0a6572d1aaa3df5
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.10.1,5ce3168906afe79fa7db8ad993bec2133963bf43
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.11.0,5922a3227ae224c66aa62308698d794e9efc1464
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.11.1,4cd23e31137487636773563cf2b13cd61a78c11c
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.12.0,e3fb6d261458bb87bcde4016933fb4c2211c2128
postcss-loader,postcss/postcss-loader,1,0.903241439575496,0.13.0,ecf89c017e3c37e357d83dc134a51a9e23e6b694
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.0.0,d6428001be679dc24f7509ca5e6ad55116b86599
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.1.0,f7fdbd29a9bac2c522369c8dbfc1ac4eb855e240
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.1.1,ae945eefee56a4deb4240cca5ff937596a27784d
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.2.0,3b6e99136dd77491097d0341a123d1199247b8b2
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.2.1,19011fb3e07447cdbed93f3cd95111b9e78c91da
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.2.2,db516821f74d5376e33cdffa999d127c772a4340
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.3.0,5a29e1b421e28e54746e3253864372298a10751f
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.3.1,aab8226e0ff32a6926e02738aefe12b2cbd4b43d
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.3.2,7b5bda59aafc2587261fd6eee08c0cfb6cb2586a
postcss-loader,postcss/postcss-loader,1,0.903241439575496,1.3.3,e101b845eaa8e7ad006e9a8294c3d64b9061b86c
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.0,e586f4a2deb3bc60b71cd30157187f89bd34cec6
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.1,da378e51140b6f7ab8588206b64608ebb37cb948
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.2,fbef2383987ce8082b6b9d6809b06c8392218631
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.3,6388f0bd9b6982bdf9ffad2d9b2fdf95ca44cf8a
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.4,cc6544ed89c43e12cf225a4853f1d56febe13bd2
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.5,12c19b92b3b6d8adf9cd7106067b81b3ec4ac812
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.6,b5b3188eddbddc9ff382939f430d2f2abeb104a6
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.7,30d8d514b50965aeeda952f59a64b3d134dc84c1
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.8,bcc9ccf8b6dbe6143484853da4cac442ecf8aa58
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.9,b9c1add9a1c5abfebd58006965d278787ce28d4a
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.0.10,08c063ad664853efedbdc3526b10b74d5b45ade0
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.1.0,6ddc2bb595fee7800908ac910d8d8fe91489e6cf
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.1.1,e2f44986aaa91a8fd9357580de009d37909db040
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.1.2,0c2259b515d6b91f140c9a5d5fb9ce2c2674dc0d
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.1.3,ce2adca93d37bdd40676799b0edd8313b1167349
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.1.4,2484275a616e218dea6cd49db2f278a373366dda
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.1.5,928d5c41d5e2bdec130b3c0899760889466ae7bd
postcss-loader,postcss/postcss-loader,1,0.903241439575496,2.1.6,49557925544de7b5ec7f922be29af1cf43a69e20
postcss-loader,postcss/postcss-loader,1,0.903241439575496,3.0.0,7647ac9051a17a3a6add7364828bf7bd9955b968
postcss-loader,postcss/postcss-loader,1,0.903241439575496,4.0.0,792e2175e52cc4641a9f37e55451961a05441a10
postcss-loader,postcss/postcss-loader,1,0.903241439575496,4.0.1,cda342a7285666a44e3c1b3fe23a1baba4ec0a16
postcss-loader,postcss/postcss-loader,1,0.903241439575496,4.0.2,dba72d1e60ef8409f04a7ecb31005f98fc122300
postcss-loader,postcss/postcss-loader,1,0.903241439575496,4.0.3,578073a24e21eef31dbb3d5bab748e282ce9fae1
postcss-loader,postcss/postcss-loader,1,0.903241439575496,4.0.4,6c9f6b5058158f5cbee81e410c94abb23b85bb56
postcss-loader,postcss/postcss-loader,1,0.903241439575496,4.1.0,0a0ad6ebac0aca7d5b5b0afc6a64b37f84a4d754
postcss-loader,postcss/postcss-loader,1,0.903241439575496,4.2.0,435224d134f6193d42859988e047b6dbe8dcdbce
postcss-loader,postcss/postcss-loader,1,0.903241439575496,5.0.0,6de5ef8450bbcbe36b98c070f2433b149fd555de
postcss-loader,postcss/postcss-loader,1,0.903241439575496,5.1.0,55630b8ae5a4fa2547cc6b8c4f54b001c1e24b1a
postcss-loader,postcss/postcss-loader,1,0.903241439575496,5.2.0,b8266d1b723054d15bba4a9a5884c61a8cd6c261
joi,hapijs/joi,1,0.9010259339300382,0.0.1,43813af1b0cc317149a02d6a718d7302d427db8c
joi,hapijs/joi,1,0.9010259339300382,0.0.2,bd7c77e4b0fcb04423f20ef839af42765c8150fb
joi,hapijs/joi,1,0.9010259339300382,0.0.3,cd5ee5a8e8430c114fd118c103c1b1abd33d9fcc
joi,hapijs/joi,1,0.9010259339300382,0.0.4,4e727d7417b6453a91b0d82095ab915145b07943
joi,hapijs/joi,1,0.9010259339300382,0.0.5,75f412f44b1da59176ba8e2a4fc371ef573918c0
joi,hapijs/joi,1,0.9010259339300382,0.0.6,209188e991e8c3aebb27107b1db6169bc77f708e
joi,hapijs/joi,1,0.9010259339300382,0.0.6-1,5b955774fdf96e00546a52a1c5897ecea36f2603
joi,hapijs/joi,1,0.9010259339300382,0.0.7,ab02f5d18454eb8ae9060532958bc45350949178
joi,hapijs/joi,1,0.9010259339300382,0.0.8,2805865de64480b58b740cb2a1d0225f6b18fa3d
joi,hapijs/joi,1,0.9010259339300382,0.0.9,e6243f87839dc42079bfc13a3d7448c2b6e66c2e
joi,hapijs/joi,1,0.9010259339300382,0.0.10,7c5b79a11f89c9734ae4b2e461161a6527faf714
joi,hapijs/joi,1,0.9010259339300382,0.1.0,d6e8ee5e6e49150dbf151b4e2d017724bcfda869
joi,hapijs/joi,1,0.9010259339300382,0.1.1,b1a9b269dc16713c9847338ed51501f15b377fdc
joi,hapijs/joi,1,0.9010259339300382,0.1.2,1f39a4afe814b00aff25727b373c2734dc280c36
joi,hapijs/joi,1,0.9010259339300382,0.1.3,7da02a0abbef60c493d21e640974b690eb84ce30
joi,hapijs/joi,1,0.9010259339300382,0.2.0,942b9f75a17c89eed28ebb3df5dc53f70abfaead
joi,hapijs/joi,1,0.9010259339300382,0.2.1,45b01d25b0637c51c537de5c0742f3dc88ee0993
joi,hapijs/joi,1,0.9010259339300382,0.2.2,1056a44b41971a7f9128a24d03f536f6cd97ab33
joi,hapijs/joi,1,0.9010259339300382,0.2.3,94ea247c7defa331d98c66124d0bc90750127cad
joi,hapijs/joi,1,0.9010259339300382,0.2.4,23292be2a024b56506c0ed308db1bb00fbe0dcee
joi,hapijs/joi,1,0.9010259339300382,0.2.5,0302991db223111b60f25a99723c1e88732520e0
joi,hapijs/joi,1,0.9010259339300382,0.2.6,637b912132d706c7f23308f1876debef2dd419c2
joi,hapijs/joi,1,0.9010259339300382,0.3.0,b741fbf7e32418ec86c6db3f1e33bfb49c30741d
joi,hapijs/joi,1,0.9010259339300382,0.3.1,148ea8712b2a6b91bed9c724fa4c171c5829daa1
joi,hapijs/joi,1,0.9010259339300382,0.3.2,c3c2c4832b7cc94094b8c87eb39138bedcb65ad4
joi,hapijs/joi,1,0.9010259339300382,0.3.3,ef4dec6f5e45926637bd0000d77c9d9f27c1088d
joi,hapijs/joi,1,0.9010259339300382,0.3.4,0fb77cfb9090af94126fcd4f2c218968c6ff5273
joi,hapijs/joi,1,0.9010259339300382,0.3.5,34d7a9c2a943614605981066f66bd2c2cb3b0c81
joi,hapijs/joi,1,0.9010259339300382,0.3.6,3c255a075d708be7f7ddc684eadf7c98cf21aaa5
joi,hapijs/joi,1,0.9010259339300382,0.4.0,730e78d1659718a0b684efbbaf468700b7ec1853
joi,hapijs/joi,1,0.9010259339300382,1.0.0,56330c25d3ac315913315ff55e5af0a432647f92
joi,hapijs/joi,1,0.9010259339300382,1.1.0,c085db2e3e9c8be49f64016b8e066606cb1f7350
joi,hapijs/joi,1,0.9010259339300382,1.2.0,6ef0391efb386b68704293850af15a38e77cd68c
joi,hapijs/joi,1,0.9010259339300382,1.2.1,a53b35892229bde4411efe5f4307508e2ed7d1e7
joi,hapijs/joi,1,0.9010259339300382,1.2.2,b10b8a7ec93067b515ba348186e7a5bd6205fe47
joi,hapijs/joi,1,0.9010259339300382,1.2.3,711db8b34552ffbe81301011dd8d98264b029576
